"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar usuarios en la Biblioteca","Verificar el registro exitoso de un usuario","SUCCESS","2026-06-17T15:50:12.8871108-05:00[America/Bogota]","0.0","10.84"
